idx,acc,params
0, 47.086666705322266, 0.135156
1, 29.706666731770838, 0.8082759999999999
2, 45.133333369954435, 0.565236
3, 41.69333338216146, 0.079156
4, 39.86000001831055, 0.135156
5, 33.69999997965495, 0.378196
6, 31.639999989827473, 0.8082759999999999
7, 32.48666667073569, 0.565236
8, 31.686666699218748, 0.350196
9, 41.906666687011715, 0.322196
10, 99.00000000076294, 0.8082759999999999
11, 32.393333357747395, 0.8082759999999999
12, 99.00000000012716, 0.322196
13, 32.50000000813803, 0.378196
14, 32.73333331095377, 0.593236
15, 67.57333334350585, 0.079156
16, 30.760000016276038, 0.565236
17, 35.78666666666666, 0.163156
18, 35.07333337198894, 0.593236
19, 37.840000042724604, 0.593236
20, 35.84666668904623, 0.565236
21, 30.600000056966152, 0.378196
22, 36.486666723632815, 0.350196
23, 37.14000003255209, 0.8082759999999999
24, 45.000000008138024, 0.10715599999999999
25, 41.59333335571289, 0.079156
26, 33.986666672770184, 0.191156
27, 35.21333335367838, 0.163156
28, 46.573333363850914, 0.10715599999999999
29, 38.44000003662109, 0.322196
30, 32.46666673990886, 0.322196
31, 34.813333394368485, 0.350196
32, 31.633333304850268, 0.350196
33, 31.600000032552074, 0.378196
34, 32.54000001220703, 0.350196
35, 33.31333336588541, 0.350196
36, 34.726666656494146, 0.593236
37, 35.06666672363281, 0.10715599999999999
38, 31.80666670735677, 0.593236
39, 36.173333312988284, 0.135156
40, 53.39333335164388, 0.350196
41, 38.140000002034505, 0.378196
42, 29.573333418782553, 0.593236
43, 32.753333345540355, 0.565236
44, 52.540000016276046, 0.10715599999999999
45, 35.84666668294271, 0.10715599999999999
46, 34.35999997965496, 0.565236
47, 34.113333353678385, 0.565236
48, 42.4600000406901, 0.10715599999999999
49, 34.340000022379556, 0.350196
50, 30.24000009765625, 0.649236
51, 38.073333351643875, 0.350196
52, 30.093333369954436, 0.593236
53, 89.14000000610352, 0.079156
54, 34.03333337198893, 0.593236
55, 41.69333335978191, 0.079156
56, 30.32000003662108, 0.378196
57, 53.133333349609366, 0.322196
58, 65.99333334655762, 0.079156
59, 37.62666667683919, 0.163156
60, 35.56000003051757, 0.163156
61, 36.90666669921875, 0.350196
62, 31.9600000732422, 0.378196
63, 31.586666662597665, 0.621236
64, 30.82666665039062, 0.8642759999999999
65, 29.28000001627605, 0.8642759999999999
66, 53.233333349609374, 0.079156
67, 31.000000024414064, 0.8642759999999999
68, 33.1000000366211, 0.350196
69, 28.980000028483076, 0.565236
70, 33.23999997151692, 0.565236
71, 36.28666665445963, 0.350196
72, 41.98000003051758, 0.10715599999999999
73, 38.24000003051757, 0.565236
74, 99.00000000038148, 0.350196
75, 55.286666697184245, 0.322196
76, 43.153333355712896, 0.10715599999999999
77, 30.453333349609366, 0.593236
78, 33.033333355712884, 0.406196
79, 32.52000004882812, 0.350196
80, 30.913333378092446, 0.378196
81, 27.700000061035155, 1.079316
82, 33.686666646321626, 1.051316
83, 47.76666666463217, 0.10715599999999999
84, 34.393333402506514, 0.350196
85, 33.540000028483064, 0.378196
86, 30.80666667480469, 0.378196
87, 55.866666703287756, 0.10715599999999999
88, 37.3933333597819, 0.163156
89, 32.98000002237957, 0.350196
90, 34.066666715494804, 0.191156
91, 35.31333332722983, 0.163156
92, 33.213333374023435, 0.378196
93, 34.080000024414076, 0.565236
94, 42.06000003255209, 0.135156
95, 60.62000001017253, 0.079156
96, 36.16000001017253, 0.593236
97, 37.786666697184245, 0.10715599999999999
98, 36.34666669311523, 0.135156
99, 29.599999971516922, 0.593236
100, 32.146666768391924, 0.8082759999999999
101, 40.013333349609375, 0.350196
102, 31.160000040690093, 0.406196
103, 31.186666672770187, 0.593236
104, 99.00000000025432, 0.135156
105, 99.00000000025432, 0.079156
106, 52.91333335367839, 0.10715599999999999
107, 39.406666715494794, 0.350196
108, 99.00000000050862, 0.10715599999999999
109, 30.133333304850268, 0.621236
110, 34.36666668904623, 0.322196
111, 29.406666670735675, 0.621236
112, 32.900000030517575, 0.565236
113, 43.4866666809082, 0.10715599999999999
114, 35.580000008138015, 0.565236
115, 36.306666678873704, 0.322196
116, 31.64666670328775, 0.378196
117, 31.566666693115238, 0.8362760000000001
118, 50.65333334147135, 0.079156
119, 30.93333338216145, 0.621236
120, 99.00000000038148, 0.565236
121, 32.080000040690095, 0.621236
122, 34.433333369954426, 0.163156
123, 47.060000012207034, 0.350196
124, 32.9333333577474, 0.350196
125, 34.85333337605793, 0.135156
126, 48.84666668701172, 0.135156
127, 38.09333337402344, 0.378196
128, 31.466666670735677, 0.593236
129, 29.52666666666667, 0.8362760000000001
130, 32.513333374023446, 0.350196
131, 42.66666671956381, 0.350196
132, 32.58666671956381, 0.350196
133, 29.93333339436849, 0.593236
134, 34.386666658528654, 0.163156
135, 33.00666666259767, 0.322196
136, 31.82666665852865, 1.051316
137, 30.386666695149742, 0.8082759999999999
138, 29.093333333333334, 1.294356
139, 34.67333335367839, 0.593236
140, 32.34000001831055, 0.378196
141, 34.606666678873694, 0.163156
142, 31.03999995117188, 0.621236
143, 32.62000003662109, 0.350196
144, 43.520000022379556, 0.565236
145, 35.839999981689445, 0.135156
146, 44.120000030517566, 0.322196
147, 30.353333386230474, 0.8362760000000001
148, 32.13333332926432, 0.378196
149, 34.32666666666667, 0.135156
150, 37.40666669921875, 0.135156
151, 55.76000001424154, 0.10715599999999999
152, 31.366666691080724, 0.378196
153, 29.720000040690095, 0.649236
154, 36.313333390299476, 0.406196
155, 42.993333355712885, 0.350196
156, 43.339999977620444, 0.322196
157, 89.67333333943685, 0.079156
158, 30.653333394368488, 0.621236
159, 35.6266666809082, 0.350196
160, 44.97333337402343, 0.322196
161, 34.10666669514974, 0.322196
162, 33.0266666381836, 0.621236
163, 42.87999999389648, 0.10715599999999999
164, 31.86666670735677, 0.8362760000000001
165, 30.873333355712887, 0.621236
166, 38.17333333129883, 0.135156
167, 36.11333336791992, 0.135156
168, 27.966666674804685, 0.649236
169, 38.100000018310546, 0.350196
170, 38.606666664632165, 0.135156
171, 30.339999979654948, 0.8362760000000001
172, 99.00000000050862, 0.079156
173, 44.87333338623046, 0.135156
174, 32.12000002441407, 0.350196
175, 38.52666665039062, 0.565236
176, 37.540000054931646, 0.10715599999999999
177, 40.28666667073568, 0.135156
178, 32.773333345540365, 0.406196
179, 33.02000002441406, 0.593236
180, 30.820000044759112, 0.8362760000000001
181, 36.18666670939128, 0.163156
182, 99.00000000063578, 0.079156
183, 45.45333333536784, 0.322196
184, 34.953333349609366, 0.593236
185, 35.866666666666674, 0.593236
186, 41.860000010172534, 0.079156
187, 37.446666711425785, 0.135156
188, 38.87333336385092, 0.350196
189, 30.43333335367838, 0.565236
190, 35.06666670735676, 0.350196
191, 34.393333398437505, 0.565236
192, 32.5733333211263, 0.565236
193, 39.86666669514974, 0.350196
194, 32.726666699218754, 0.350196
195, 36.013333349609375, 0.322196
196, 41.466666691080725, 0.350196
197, 33.500000014241536, 0.350196
198, 32.89999997558594, 0.378196
199, 50.27333333943685, 0.079156
200, 41.053333365885415, 0.10715599999999999
201, 41.78666669311523, 0.10715599999999999
202, 31.39333334147136, 0.8362760000000001
203, 29.333333325195312, 0.8642759999999999
