idx,error,flops
0, 47.086666705322266, 15.65322
1, 29.706666731770838, 113.95722
2, 45.133333369954435, 78.56778
3, 41.69333338216146, 7.788900000000001
4, 39.86000001831055, 15.65322
5, 33.69999997965495, 51.04265999999999
6, 31.639999989827473, 113.95722
7, 32.48666667073569, 78.56778
8, 31.686666699218748, 47.1105
9, 41.906666687011715, 43.17834
10, 99.00000000076294, 113.95722
11, 32.393333357747395, 113.95722
12, 99.00000000012716, 43.17834
13, 32.50000000813803, 51.04265999999999
14, 32.73333331095377, 82.49994
15, 67.57333334350585, 7.788900000000001
16, 30.760000016276038, 78.56778
17, 35.78666666666666, 19.58538
18, 35.07333337198894, 82.49994
19, 37.840000042724604, 82.49994
20, 35.84666668904623, 78.56778
21, 30.600000056966152, 51.04265999999999
22, 36.486666723632815, 47.1105
23, 37.14000003255209, 113.95722
24, 45.000000008138024, 11.72106
25, 41.59333335571289, 7.788900000000001
26, 33.986666672770184, 23.51754
27, 35.21333335367838, 19.58538
28, 46.573333363850914, 11.72106
29, 38.44000003662109, 43.17834
30, 32.46666673990886, 43.17834
31, 34.813333394368485, 47.1105
32, 31.633333304850268, 47.1105
33, 31.600000032552074, 51.04265999999999
34, 32.54000001220703, 47.1105
35, 33.31333336588541, 47.1105
36, 34.726666656494146, 82.49994
37, 35.06666672363281, 11.72106
38, 31.80666670735677, 82.49994
39, 36.173333312988284, 15.65322
40, 53.39333335164388, 47.1105
41, 38.140000002034505, 51.04265999999999
42, 29.573333418782553, 82.49994
43, 32.753333345540355, 78.56778
44, 52.540000016276046, 11.72106
45, 35.84666668294271, 11.72106
46, 34.35999997965496, 78.56778
47, 34.113333353678385, 78.56778
48, 42.4600000406901, 11.72106
49, 34.340000022379556, 47.1105
50, 30.24000009765625, 90.36426
51, 38.073333351643875, 47.1105
52, 30.093333369954436, 82.49994
53, 89.14000000610352, 7.788900000000001
54, 34.03333337198893, 82.49994
55, 41.69333335978191, 7.788900000000001
56, 30.32000003662108, 51.04265999999999
57, 53.133333349609366, 43.17834
58, 65.99333334655762, 7.788900000000001
59, 37.62666667683919, 19.58538
60, 35.56000003051757, 19.58538
61, 36.90666669921875, 47.1105
62, 31.9600000732422, 51.04265999999999
63, 31.586666662597665, 86.4321
64, 30.82666665039062, 121.82153999999998
65, 29.28000001627605, 121.82153999999998
66, 53.233333349609374, 7.788900000000001
67, 31.000000024414064, 121.82153999999998
68, 33.1000000366211, 47.1105
69, 28.980000028483076, 78.56778
70, 33.23999997151692, 78.56778
71, 36.28666665445963, 47.1105
72, 41.98000003051758, 11.72106
73, 38.24000003051757, 78.56778
74, 99.00000000038148, 47.1105
75, 55.286666697184245, 43.17834
76, 43.153333355712896, 11.72106
77, 30.453333349609366, 82.49994
78, 33.033333355712884, 54.97482
79, 32.52000004882812, 47.1105
80, 30.913333378092446, 51.04265999999999
81, 27.700000061035155, 153.27882
82, 33.686666646321626, 149.34666
83, 47.76666666463217, 11.72106
84, 34.393333402506514, 47.1105
85, 33.540000028483064, 51.04265999999999
86, 30.80666667480469, 51.04265999999999
87, 55.866666703287756, 11.72106
88, 37.3933333597819, 19.58538
89, 32.98000002237957, 47.1105
90, 34.066666715494804, 23.51754
91, 35.31333332722983, 19.58538
92, 33.213333374023435, 51.04265999999999
93, 34.080000024414076, 78.56778
94, 42.06000003255209, 15.65322
95, 60.62000001017253, 7.788900000000001
96, 36.16000001017253, 82.49994
97, 37.786666697184245, 11.72106
98, 36.34666669311523, 15.65322
99, 29.599999971516922, 82.49994
100, 32.146666768391924, 113.95722
101, 40.013333349609375, 47.1105
102, 31.160000040690093, 54.97482
103, 31.186666672770187, 82.49994
104, 99.00000000025432, 15.65322
105, 99.00000000025432, 7.788900000000001
106, 52.91333335367839, 11.72106
107, 39.406666715494794, 47.1105
108, 99.00000000050862, 11.72106
109, 30.133333304850268, 86.4321
110, 34.36666668904623, 43.17834
111, 29.406666670735675, 86.4321
112, 32.900000030517575, 78.56778
113, 43.4866666809082, 11.72106
114, 35.580000008138015, 78.56778
115, 36.306666678873704, 43.17834
116, 31.64666670328775, 51.04265999999999
117, 31.566666693115238, 117.88938
118, 50.65333334147135, 7.788900000000001
119, 30.93333338216145, 86.4321
120, 99.00000000038148, 78.56778
121, 32.080000040690095, 86.4321
122, 34.433333369954426, 19.58538
123, 47.060000012207034, 47.1105
124, 32.9333333577474, 47.1105
125, 34.85333337605793, 15.65322
126, 48.84666668701172, 15.65322
127, 38.09333337402344, 51.04265999999999
128, 31.466666670735677, 82.49994
129, 29.52666666666667, 117.88938
130, 32.513333374023446, 47.1105
131, 42.66666671956381, 47.1105
132, 32.58666671956381, 47.1105
133, 29.93333339436849, 82.49994
134, 34.386666658528654, 19.58538
135, 33.00666666259767, 43.17834
136, 31.82666665852865, 149.34666
137, 30.386666695149742, 113.95722
138, 29.093333333333334, 184.7361
139, 34.67333335367839, 82.49994
140, 32.34000001831055, 51.04265999999999
141, 34.606666678873694, 19.58538
142, 31.03999995117188, 86.4321
143, 32.62000003662109, 47.1105
144, 43.520000022379556, 78.56778
145, 35.839999981689445, 15.65322
146, 44.120000030517566, 43.17834
