idx,error,flops
0, 14.136666666666656, 15.64737
1, 6.339999999999989, 113.95137
2, 14.259999999999991, 78.56193
3, 13.383333333333326, 7.78305
4, 11.783333333333317, 15.64737
5, 8.913333333333341, 51.03681
6, 7.493333333333339, 113.95137
7, 8.009999999999991, 78.56193
8, 7.90333333333335, 47.10465
9, 13.556666666666658, 43.17249
10, 90.0, 113.95137
11, 8.416666666666671, 113.95137
12, 90.0, 43.17249
13, 8.183333333333337, 51.03681
14, 7.986666666666665, 82.49409
15, 41.21666666666667, 7.78305
16, 6.903333333333322, 78.56193
17, 10.566666666666677, 19.57953
18, 8.573333333333323, 82.49409
19, 11.279999999999987, 82.49409
20, 9.929999999999993, 78.56193
21, 7.776666666666657, 51.03681
22, 10.066666666666677, 47.10465
23, 9.806666666666672, 113.95137
24, 12.90000000000002, 11.71521
25, 13.459999999999994, 7.78305
26, 9.953333333333333, 23.51169
27, 9.733333333333348, 19.57953
28, 13.663333333333341, 11.71521
29, 11.153333333333322, 43.17249
30, 8.063333333333347, 43.17249
31, 9.079999999999998, 47.10465
32, 7.623333333333335, 47.10465
33, 8.08999999999999, 51.03681
34, 8.379999999999995, 47.10465
35, 8.61, 47.10465
36, 8.920000000000002, 82.49409
37, 10.319999999999993, 11.71521
38, 7.766666666666666, 82.49409
39, 10.61, 15.64737
40, 24.556666666666672, 47.10465
41, 11.329999999999998, 51.03681
42, 6.396666666666661, 82.49409
43, 8.269999999999996, 78.56193
44, 20.35666666666667, 11.71521
45, 10.40666666666668, 11.71521
46, 8.946666666666673, 78.56193
47, 8.933333333333323, 78.56193
48, 13.450000000000003, 11.71521
49, 8.583333333333329, 47.10465
50, 6.873333333333335, 90.35841
51, 11.64, 47.10465
52, 6.719999999999985, 82.49409
53, 47.946666666666665, 7.78305
54, 8.709999999999994, 82.49409
55, 13.24333333333334, 7.78305
56, 6.609999999999999, 51.03681
57, 24.046666666666667, 43.17249
58, 37.660000000000004, 7.78305
59, 11.129999999999995, 19.57953
60, 10.850000000000009, 19.57953
61, 11.216666666666654, 47.10465
62, 7.716666666666654, 51.03681
63, 7.576666666666668, 86.42625
64, 7.280000000000015, 121.81569
65, 6.506666666666661, 121.81569
66, 24.273333333333326, 7.78305
67, 6.63333333333334, 121.81569
68, 8.41000000000001, 47.10465
69, 6.2933333333333366, 78.56193
70, 8.016666666666666, 78.56193
71, 9.403333333333322, 47.10465
72, 13.556666666666672, 11.71521
73, 10.49333333333334, 78.56193
74, 90.0, 47.10465
75, 26.75999999999999, 43.17249
76, 12.726666666666674, 11.71521
77, 6.743333333333339, 82.49409
78, 8.066666666666663, 54.96896999999999
79, 8.060000000000002, 47.10465
80, 7.840000000000018, 51.03681
81, 5.700000000000003, 153.27297
82, 7.853333333333339, 149.34081
83, 14.563333333333333, 11.71521
84, 8.530000000000015, 47.10465
85, 9.019999999999996, 51.03681
86, 7.596666666666678, 51.03681
87, 21.61333333333333, 11.71521
88, 11.476666666666674, 19.57953
89, 7.973333333333343, 47.10465
90, 9.89, 23.51169
91, 10.170000000000002, 19.57953
92, 8.769999999999996, 51.03681
93, 8.836666666666659, 78.56193
94, 12.269999999999996, 15.64737
95, 31.363333333333344, 7.78305
96, 9.84999999999998, 82.49409
97, 11.269999999999996, 11.71521
98, 10.929999999999993, 15.64737
99, 6.36333333333333, 82.49409
100, 7.873333333333335, 113.95137
101, 11.790000000000006, 47.10465
102, 7.8033333333333275, 54.96896999999999
103, 7.510000000000005, 82.49409
104, 90.0, 15.64737
105, 90.0, 7.78305
106, 24.463333333333324, 11.71521
107, 12.363333333333344, 47.10465
108, 90.0, 11.71521
109, 6.799999999999997, 86.42625
110, 9.200000000000003, 43.17249
111, 6.313333333333333, 86.42625
112, 8.023333333333326, 78.56193
113, 12.670000000000002, 11.71521
114, 9.766666666666652, 78.56193
115, 9.546666666666667, 43.17249
116, 7.780000000000015, 51.03681
117, 7.673333333333346, 117.88353
118, 20.450000000000003, 7.78305
119, 7.823333333333338, 86.42625
120, 90.0, 78.56193
121, 8.120000000000005, 86.42625
122, 10.060000000000002, 19.57953
123, 16.349999999999994, 47.10465
124, 7.943333333333328, 47.10465
125, 10.103333333333339, 15.64737
126, 15.436666666666667, 15.64737
127, 11.280000000000015, 51.03681
128, 7.720000000000013, 82.49409
129, 6.426666666666662, 117.88353
130, 7.883333333333326, 47.10465
131, 13.536666666666676, 47.10465
132, 7.99666666666667, 47.10465
133, 6.75333333333333, 82.49409
134, 9.933333333333337, 19.57953
135, 8.233333333333334, 43.17249
136, 7.86333333333333, 149.34081
137, 6.816666666666663, 113.95137
138, 6.326666666666668, 184.73024999999998
139, 9.766666666666652, 82.49409
140, 7.913333333333341, 51.03681
141, 9.806666666666672, 19.57953
142, 7.673333333333346, 86.42625
143, 8.879999999999995, 47.10465
144, 13.24666666666667, 78.56193
145, 9.966666666666654, 15.64737
146, 13.913333333333341, 43.17249
147, 6.939999999999998, 117.88353
148, 7.8700000000000045, 51.03681
149, 9.826666666666668, 15.64737
150, 11.453333333333333, 15.64737
151, 22.15666666666668, 11.71521
152, 7.876666666666665, 51.03681
153, 6.756666666666661, 90.35841
154, 8.810000000000002, 54.96896999999999
155, 12.920000000000002, 47.10465
156, 12.920000000000002, 43.17249
157, 48.873333333333335, 7.78305
158, 7.296666666666667, 86.42625
159, 10.25333333333333, 47.10465
160, 13.556666666666658, 43.17249
161, 9.069999999999993, 43.17249
162, 8.209999999999994, 86.42625
163, 14.170000000000002, 11.71521
164, 7.463333333333324, 117.88353
165, 7.059999999999988, 86.42625
166, 11.313333333333333, 15.64737
167, 11.24333333333334, 15.64737
168, 5.873333333333335, 90.35841
169, 11.316666666666663, 47.10465
170, 11.226666666666674, 15.64737
171, 7.243333333333339, 117.88353
172, 90.0, 7.78305
173, 13.350000000000009, 15.64737
174, 7.816666666666677, 47.10465
175, 12.920000000000002, 78.56193
176, 11.393333333333317, 11.71521
177, 12.519999999999996, 15.64737
178, 8.329999999999998, 54.96896999999999
179, 8.103333333333339, 82.49409
180, 6.759999999999991, 117.88353
181, 10.706666666666663, 19.57953
182, 90.0, 7.78305
183, 14.34333333333332, 43.17249
184, 8.583333333333329, 82.49409
185, 9.219999999999985, 82.49409
186, 13.546666666666667, 7.78305
187, 11.146666666666661, 15.64737
188, 11.626666666666665, 47.10465
189, 6.570000000000007, 78.56193
190, 9.733333333333334, 47.10465
191, 8.913333333333341, 78.56193
192, 7.823333333333338, 78.56193
193, 11.543333333333337, 47.10465
194, 7.88666666666667, 47.10465
195, 10.030000000000015, 43.17249
196, 13.466666666666654, 47.10465
197, 8.956666666666663, 47.10465
198, 7.920000000000002, 51.03681
199, 19.83, 7.78305
200, 13.033333333333346, 11.71521
201, 13.570000000000007, 11.71521
202, 7.220000000000013, 117.88353
203, 6.416666666666671, 121.81569
204, 7.6499999999999915, 82.49409
205, 7.886666666666656, 47.10465
206, 8.116666666666674, 43.17249
207, 8.526666666666685, 82.49409
208, 20.943333333333328, 11.71521
209, 8.813333333333333, 51.03681
210, 24.293333333333337, 43.17249
211, 7.266666666666666, 86.42625
212, 6.859999999999999, 117.88353
213, 8.09666666666665, 47.10465
214, 6.959999999999994, 82.49409
215, 24.483333333333334, 7.78305
216, 18.36, 11.71521
217, 8.733333333333334, 78.56193
218, 8.876666666666665, 47.10465
219, 6.969999999999985, 47.10465
220, 12.709999999999994, 78.56193
221, 8.99333333333334, 43.17249
222, 11.10666666666667, 47.10465
223, 31.223333333333343, 7.78305
224, 7.010000000000005, 117.88353
225, 90.0, 43.17249
226, 12.680000000000007, 11.71521
227, 7.209999999999994, 113.95137
228, 7.4466666666666725, 51.03681
229, 13.066666666666663, 11.71521
230, 10.579999999999998, 58.90113
231, 13.13333333333334, 47.10465
232, 30.036666666666676, 7.78305
233, 90.0, 7.78305
234, 10.316666666666663, 51.03681
235, 7.00333333333333, 117.88353
236, 11.360000000000014, 51.03681
237, 7.463333333333324, 82.49409
238, 7.723333333333315, 82.49409
239, 47.203333333333326, 7.78305
240, 20.206666666666663, 7.78305
241, 7.986666666666665, 86.42625
242, 7.1966666666666725, 86.42625
243, 13.563333333333347, 11.71521
244, 6.390000000000001, 86.42625
245, 13.883333333333326, 47.10465
246, 8.079999999999998, 51.03681
247, 15.533333333333346, 11.71521
248, 6.913333333333341, 51.03681
249, 7.8433333333333195, 51.03681
